Wavelength (nm),Air_n,Air_k,SiO2_n,SiO2_k,ITO_n,ITO_k,Al_n,Al_k,TCTA_n,TCTA_k,PEDOT_n,PEDOT_k,Irppy_n,Irppy_k,TPBi_n,TPBi_k,B3PyMPM_n,B3PyMPM_k,CBP_n,CBP_k,LiF_n,LiF_k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,1,0,1.4499,0,1.87813,0.00271,1.16969,6.61451,1.778724805,0,1.44846,0.05354,1.76702,0,1.73372,0,1.95E+00,0.00E+00,1.74E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,1,0,1.4499,0,1.87725,0.00276,1.17496,6.62402,1.77866379,0,1.44767,0.05383,1.76673,0,1.73344,0,1.95E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,1,0,1.4499,0,1.87637,0.0028,1.18024,6.63354,1.778587725,0,1.44688,0.05411,1.76644,0,1.73315,0,1.95E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,1,0,1.4499,0,1.87549,0.00284,1.18551,6.64306,1.77851166,0,1.44609,0.05439,1.76614,0,1.73287,0,1.95E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,1,0,1.4498,0,1.87461,0.00288,1.19078,6.65258,1.7784237,0,1.4453,0.05467,1.76583,0,1.73248,0,1.95E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,1,0,1.4498,0,1.87373,0.00292,1.19605,6.6621,1.77833574,0,1.44451,0.05495,1.76552,0,1.73209,0,1.95E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,1,0,1.4498,0,1.87285,0.00296,1.20132,6.67162,1.778243765,0,1.44372,0.05523,1.7652,0,1.73201,0,1.95E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,1,0,1.4498,0,1.87198,0.00301,1.20659,6.68114,1.77815179,0,1.44317,0.05551,1.76489,0,1.73193,0,1.95E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,1,0,1.4498,0,1.8711,0.00305,1.21185,6.69039,1.778064485,0,1.44317,0.0558,1.76458,0,1.73173,0,1.95E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,1,0,1.4498,0,1.87022,0.00309,1.21711,6.69964,1.77797718,0,1.44317,0.05608,1.76426,0,1.73153,0,1.95E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,1,0,1.4497,0,1.86934,0.00313,1.22236,6.70889,1.77789982,0,1.44317,0.05636,1.76396,0,1.73161,0,1.95E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,1,0,1.4497,0,1.86846,0.00318,1.22762,6.71815,1.77782246,0,1.44317,0.05664,1.76367,0,1.73168,0,1.95E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,1,0,1.4496,0,1.86758,0.00325,1.23288,6.7274,1.77775485,0,1.44317,0.05692,1.76339,0,1.73145,0,1.95E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,1,0,1.4496,0,1.8667,0.00331,1.23813,6.73665,1.77768724,0,1.44317,0.0572,1.76311,0,1.73121,0,1.95E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,1,0,1.4496,0,1.86582,0.00337,1.24339,6.7459,1.777623865,0,1.44317,0.05748,1.76285,0,1.73073,0,1.95E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,1,0,1.4495,0,1.86494,0.00343,1.24865,6.75515,1.77756049,0,1.44245,0.05776,1.76259,0,1.73025,0,1.95E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,1,0,1.4495,0,1.86406,0.00349,1.2539,6.76441,1.77749323,0,1.44081,0.05805,1.76235,0,1.73004,0,1.95E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,1,0,1.4495,0,1.86318,0.00355,1.25916,6.77366,1.77742597,0,1.43917,0.05833,1.76211,0,1.72982,0,1.95E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,1,0,1.4495,0,1.86231,0.00362,1.26473,6.78255,1.77734777,0,1.43753,0.05861,1.76188,0,1.72972,0,1.95E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,1,0,1.4495,0,1.86143,0.00368,1.2703,6.79145,1.77726957,0,1.43719,0.05889,1.76166,0,1.72963,0,1.95E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,1,0,1.4495,0,1.86055,0.00374,1.27587,6.80034,1.77717716,0,1.43719,0.05917,1.76144,0,1.72959,0,1.95E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,1,0,1.4495,0,1.85967,0.0038,1.28144,6.80924,1.77708475,0,1.43719,0.05945,1.76123,0,1.72955,0,1.95E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,1,0,1.4495,0,1.85879,0.00386,1.287,6.81813,1.77697971,0,1.43719,0.05973,1.76102,0,1.7293,0,1.95E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,1,0,1.4495,0,1.85791,0.00392,1.29257,6.82703,1.77687467,0,1.43651,0.06002,1.76081,0,1.72905,0,1.95E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,1,0,1.4495,0,1.85703,0.00399,1.29814,6.83592,1.776761935,0,1.43572,0.0603,1.7606,0,1.72888,0,1.95E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,1,0,1.4495,0,1.85615,0.00405,1.30371,6.84482,1.7766492,0,1.43493,0.06058,1.76039,0,1.7287,0,1.95E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,1,0,1.4495,0,1.85527,0.00411,1.30928,6.85371,1.77653415,0,1.43414,0.06086,1.76018,0,1.72846,0,1.95E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,1,0,1.4495,0,1.85439,0.00417,1.31485,6.86261,1.7764191,0,1.43335,0.06114,1.75997,0,1.72822,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,1,0,1.4494,0,1.85352,0.00423,1.32099,6.87065,1.776304255,0,1.43256,0.06142,1.75976,0,1.72802,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,1,0,1.4494,0,1.85264,0.00429,1.32713,6.8787,1.77618941,0,1.43177,0.0617,1.75955,0,1.72781,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,1,0,1.4494,0,1.85176,0.00436,1.33328,6.88675,1.77607296,0,1.4312,0.06198,1.75934,0,1.72764,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,1,0,1.4494,0,1.85088,0.00442,1.33942,6.89479,1.77595651,0,1.4312,0.06227,1.75913,0,1.72748,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,1,0,1.4493,0,1.85,0.00448,1.34557,6.90284,1.775833635,0,1.4312,0.06255,1.75892,0,1.72729,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,1,0,1.4493,0,1.84912,0.00454,1.35171,6.91089,1.77571076,0,1.4312,0.06283,1.75871,0,1.7271,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,1,0,1.4493,0,1.84824,0.0046,1.35786,6.91893,1.77557751,0,1.4312,0.06311,1.75851,0,1.72668,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,1,0,1.4492,0,1.84736,0.00467,1.364,6.92698,1.77544426,0,1.4312,0.06339,1.75831,0,1.72627,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,1,0,1.4492,0,1.84648,0.00473,1.37014,6.93502,1.775301385,0,1.4312,0.06367,1.75813,0,1.72596,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,1,0,1.4492,0,1.8456,0.00479,1.37629,6.94307,1.77515851,0,1.4312,0.06395,1.75795,0,1.72566,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,1,0,1.4492,0,1.84473,0.00485,1.38236,6.95149,1.77501319,0,1.43087,0.06424,1.75778,0,1.72594,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,1,0,1.4492,0,1.84385,0.00491,1.38843,6.9599,1.77486787,0,1.43008,0.06452,1.75762,0,1.72623,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,1,0,1.4491,0,1.84297,0.00497,1.3945,6.96831,1.77473244,0,1.42929,0.0648,1.75746,0,1.72627,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,1,0,1.4491,0,1.84209,0.00504,1.40057,6.97673,1.77459701,0,1.4285,0.06508,1.7573,0,1.7263,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,1,0,1.4491,0,1.84121,0.0051,1.40664,6.98514,1.77448517,0,1.42772,0.06536,1.75712,0,1.72644,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,1,0,1.4491,0,1.84033,0.00518,1.41271,6.99356,1.77437333,0,1.42693,0.06564,1.75695,0,1.72658,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,1,0,1.4491,0,1.83945,0.00528,1.41878,7.00197,1.774295095,0,1.42614,0.06592,1.75674,0,1.72601,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,1,0,1.4491,0,1.83857,0.00537,1.42485,7.01039,1.77421686,0,1.42535,0.06621,1.75654,0,1.72544,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,1,0,1.4491,0,1.83769,0.00547,1.43092,7.0188,1.77417442,0,1.42521,0.06649,1.75631,0,1.726,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,1,0,1.449,0,1.83681,0.00557,1.43699,7.02721,1.77413198,0,1.42521,0.06677,1.75608,0,1.72657,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,1,0,1.449,0,1.83593,0.00567,1.44332,7.0355,1.774118265,0,1.42521,0.06705,1.75584,0,1.72611,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,1,0,1.449,0,1.83506,0.00577,1.44965,7.04378,1.77410455,0,1.42521,0.06733,1.75559,0,1.72566,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,1,0,1.449,0,1.83418,0.00586,1.45598,7.05206,1.77410527,0,1.42521,0.06761,1.75535,0,1.72536,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,1,0,1.449,0,1.8333,0.00596,1.4623,7.06034,1.77410599,0,1.42521,0.06789,1.75511,0,1.72506,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,1,0,1.4489,0,1.83242,0.00606,1.46863,7.06862,1.7741044,0,1.42521,0.06817,1.7549,0,1.72472,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,1,0,1.4489,0,1.83154,0.00616,1.47496,7.0769,1.77410281,0,1.42521,0.06846,1.75469,0,1.72439,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
