Wavelength (nm),Air_n,Air_k,SiO2_n,SiO2_k,ITO_n,ITO_k,Al_n,Al_k,TCTA_n,TCTA_k,PEDOT_n,PEDOT_k,Irppy_n,Irppy_k,TPBi_n,TPBi_k,B3PyMPM_n,B3PyMPM_k,CBP_n,CBP_k,LiF_n,LiF_k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,1,0,1.4489,0,1.83066,0.00625,1.48129,7.08518,1.77408454,0,1.42445,0.06874,1.75452,0,1.72448,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,1,0,1.4489,0,1.82978,0.00635,1.48761,7.09346,1.77406627,0,1.42366,0.06902,1.75436,0,1.72458,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,1,0,1.4489,0,1.8289,0.00645,1.49394,7.10174,1.77402162,0,1.42287,0.0693,1.75422,0,1.72431,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,1,0,1.4488,0,1.82802,0.00655,1.50027,7.11002,1.77397697,0,1.42208,0.06958,1.75408,0,1.72404,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,1,0,1.4488,0,1.82714,0.00665,1.50705,7.11764,1.773900435,0,1.42129,0.06986,1.75395,0,1.72429,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,1,0,1.4488,0,1.82627,0.00674,1.51384,7.12526,1.7738239,0,1.4205,0.07014,1.75381,0,1.72454,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,1,0,1.4488,0,1.82539,0.00684,1.52062,7.13287,1.77371342,0,1.41971,0.07043,1.75365,0,1.72434,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,1,0,1.4488,0,1.82451,0.00694,1.52741,7.14049,1.77360294,0,1.41922,0.07071,1.75349,0,1.72415,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,1,0,1.4487,0,1.82363,0.00704,1.5342,7.14811,1.77345997,0,1.41922,0.07099,1.75329,0,1.72393,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,1,0,1.4487,0,1.82275,0.00714,1.54098,7.15573,1.773317,0,1.41922,0.07127,1.75309,0,1.7237,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,1,0,1.4487,0,1.82187,0.00723,1.54777,7.16335,1.77314673,0,1.41922,0.07155,1.75284,0,1.72375,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,1,0,1.4487,0,1.82099,0.00733,1.55455,7.17097,1.77297646,0,1.41922,0.07183,1.75259,0,1.7238,0,1.94E+00,0.00E+00,1.73E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,1,0,1.4487,0,1.82011,0.00743,1.56134,7.17859,1.772788735,0,1.41922,0.07211,1.75232,0,1.72322,0,1.94E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,1,0,1.4486,0,1.81923,0.0075,1.56812,7.18621,1.77260101,0,1.41922,0.0724,1.75204,0,1.72264,0,1.94E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,1,0,1.4486,0,1.81835,0.0076,1.57516,7.19265,1.7724103,0,1.41922,0.07273,1.75177,0,1.72279,0,1.94E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,1,0,1.4486,0,1.81748,0.0077,1.58221,7.19909,1.77221959,0,1.41838,0.07306,1.75149,0,1.72293,0,1.94E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,1,0,1.4486,0,1.8166,0.0078,1.58925,7.20553,1.77204475,0,1.41674,0.07339,1.75125,0,1.72275,0,1.94E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,1,0,1.4486,0,1.81572,0.0079,1.59629,7.21197,1.77186991,0,1.4151,0.07373,1.75101,0,1.72257,0,1.94E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,1,0,1.4486,0,1.81484,0.00801,1.60333,7.21841,1.771730195,0,1.41346,0.07406,1.75083,0,1.72221,0,1.94E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,1,0,1.4486,0,1.81396,0.00811,1.61037,7.22486,1.77159048,0,1.41323,0.07439,1.75065,0,1.72185,0,1.94E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,1,0,1.4486,0,1.81308,0.00821,1.61741,7.2313,1.77149921,0,1.41323,0.07473,1.75052,0,1.72185,0,1.94E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,1,0,1.4486,0,1.8122,0.00831,1.62445,7.23774,1.77140794,0,1.41323,0.07506,1.7504,0,1.72185,0,1.94E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,1,0,1.4486,0,1.81132,0.00841,1.63149,7.24418,1.771366165,0,1.41323,0.07539,1.75032,0,1.72136,0,1.93E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,1,0,1.4486,0,1.81044,0.00852,1.63853,7.25062,1.77132439,0,1.41323,0.07573,1.75025,0,1.72087,0,1.93E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,1,0,1.4486,0,1.80956,0.00862,1.64518,7.25662,1.77132067,0,1.41323,0.07606,1.7502,0,1.72109,0,1.93E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,1,0,1.4486,0,1.80868,0.00872,1.65183,7.26262,1.77131695,0,1.41323,0.07639,1.75015,0,1.72131,0,1.93E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,1,0,1.4486,0,1.80781,0.00882,1.65847,7.26862,1.771331855,0,1.41323,0.07673,1.7501,0,1.72117,0,1.93E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,1,0,1.4486,0,1.80693,0.00892,1.66512,7.27462,1.77134676,0,1.41323,0.07706,1.75004,0,1.72102,0,1.93E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,1,0,1.4485,0,1.80605,0.00902,1.67176,7.28062,1.771359985,0,1.41323,0.07739,1.74996,0,1.72091,0,1.93E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,1,0,1.4485,0,1.80517,0.00913,1.67841,7.28662,1.77137321,0,1.41323,0.07773,1.74987,0,1.72081,0,1.93E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,1,0,1.4485,0,1.80429,0.00923,1.68505,7.29262,1.771371505,0,1.41318,0.07806,1.74974,0,1.72014,0,1.93E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,1,0,1.4484,0,1.80341,0.00933,1.6917,7.29862,1.7713698,0,1.41239,0.07839,1.74961,0,1.71947,0,1.93E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,1,0,1.4484,0,1.80253,0.00943,1.69835,7.30462,1.77135151,0,1.4116,0.07873,1.74942,0,1.71962,0,1.93E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,1,0,1.4483,0,1.80165,0.00953,1.70499,7.31062,1.77133322,0,1.41081,0.07906,1.74924,0,1.71976,0,1.93E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,1,0,1.4483,0,1.80077,0.00964,1.71298,7.31679,1.77130892,0,1.41002,0.07939,1.74903,0,1.71958,0,1.93E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,1,0,1.4483,0,1.79989,0.00974,1.72096,7.32297,1.77128462,0,1.40923,0.07973,1.74881,0,1.71939,0,1.93E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,1,0,1.4482,0,1.79902,0.00984,1.72894,7.32914,1.7712714,0,1.40844,0.08006,1.74858,0,1.71942,0,1.93E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,1,0,1.4482,0,1.79814,0.00994,1.73692,7.33532,1.77125818,0,1.40765,0.08039,1.74835,0,1.71945,0,1.93E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,1,0,1.4482,0,1.79726,0.01004,1.74491,7.34149,1.77127089,0,1.40725,0.08073,1.74814,0,1.71912,0,1.93E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,1,0,1.4482,0,1.79638,0.01014,1.75289,7.34767,1.7712836,0,1.40725,0.08106,1.74792,0,1.7188,0,1.93E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,1,0,1.4482,0,1.7955,0.01025,1.76087,7.35384,1.771327375,0,1.40725,0.08139,1.74774,0,1.71863,0,1.93E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,1,0,1.4482,0,1.79462,0.01035,1.76886,7.36002,1.77137115,0,1.40725,0.08173,1.74755,0,1.71845,0,1.93E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,1,0,1.4482,0,1.79374,0.01045,1.77684,7.3662,1.77143928,0,1.40681,0.08206,1.74741,0,1.71824,0,1.93E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,1,0,1.4482,0,1.79286,0.01055,1.78482,7.37237,1.77150741,0,1.40602,0.08239,1.74726,0,1.71803,0,1.93E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,1,0,1.4482,0,1.79198,0.01065,1.79204,7.37737,1.771582245,0,1.40523,0.08273,1.74714,0,1.71809,0,1.93E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,1,0,1.4482,0,1.7911,0.01076,1.79925,7.38237,1.77165708,0,1.40444,0.08306,1.74702,0,1.71815,0,1.93E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,1,0,1.4482,0,1.79023,0.01086,1.80646,7.38736,1.77171539,0,1.40365,0.08339,1.74692,0,1.71821,0,1.93E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,1,0,1.4482,0,1.78935,0.01096,1.81368,7.39236,1.7717737,0,1.40286,0.08373,1.74682,0,1.71827,0,1.93E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,1,0,1.4482,0,1.78847,0.01106,1.82089,7.39736,1.771793665,0,1.40207,0.08406,1.74673,0,1.71794,0,1.93E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,1,0,1.4482,0,1.78759,0.01116,1.82811,7.40235,1.77181363,0,1.40128,0.08439,1.74664,0,1.71761,0,1.93E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,1,0,1.4481,0,1.78671,0.01127,1.83532,7.40735,1.77178002,0,1.40126,0.08473,1.74655,0,1.71715,0,1.93E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,1,0,1.4481,0,1.78583,0.01137,1.84253,7.41235,1.77174641,0,1.40126,0.08506,1.74646,0,1.71668,0,1.93E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,1,0,1.4481,0,1.78495,0.01147,1.84975,7.41734,1.77165283,0,1.40126,0.08539,1.74639,0,1.71689,0,1.93E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,1,0,1.448,0,1.78407,0.01157,1.85696,7.42234,1.77155925,0,1.40126,0.08572,1.74632,0,1.71709,0,1.93E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
